Sample,treatment,OTU_1,OTU_2,OTU_3,OTU_4,OTU_466,OTU_7,OTU_5,OTU_6,OTU_138,OTU_9,OTU_15,OTU_21,OTU_12,OTU_8,OTU_29,OTU_316,OTU_14,OTU_23,OTU_28,OTU_11,OTU_10,OTU_20,OTU_116,OTU_18,OTU_17,OTU_262,OTU_31,OTU_13,OTU_30,OTU_16,OTU_19,OTU_293,OTU_25,OTU_27,OTU_26,OTU_42,OTU_43,OTU_22,OTU_495,OTU_24,OTU_34,OTU_334,OTU_603,OTU_37,OTU_32,OTU_41,OTU_36,OTU_33,OTU_47,OTU_35,OTU_49,OTU_38,OTU_53,OTU_48,OTU_54,OTU_40,OTU_39,OTU_668,OTU_46,OTU_64,OTU_56,OTU_44,OTU_57,OTU_45,OTU_51,OTU_58,OTU_59,OTU_63,OTU_60,OTU_74,OTU_341,OTU_69,OTU_52,OTU_172,OTU_71,OTU_62,OTU_67,OTU_50,OTU_333,OTU_114,OTU_65,OTU_84,OTU_55,OTU_75,OTU_73,OTU_85,OTU_66,OTU_61,OTU_70,OTU_92,OTU_77,OTU_103,OTU_86,OTU_80,OTU_81,OTU_68,OTU_78,OTU_99,OTU_91,OTU_112,OTU_90,OTU_89,OTU_97,OTU_420,OTU_76,OTU_117,OTU_100,OTU_79,OTU_106,OTU_83,OTU_101,OTU_105,OTU_110,OTU_88,OTU_93,OTU_82,OTU_617,OTU_115,OTU_270,OTU_109,OTU_236,OTU_102,OTU_108,OTU_148,OTU_136,OTU_754,OTU_130,OTU_122,OTU_164,OTU_119,OTU_134,OTU_125,OTU_133,OTU_123,OTU_120,OTU_128,OTU_132,OTU_192,OTU_135,OTU_129,OTU_179,OTU_643,OTU_139,OTU_159,OTU_168,OTU_147,OTU_197,OTU_140,OTU_131,OTU_366,OTU_300,OTU_150,OTU_158,OTU_161,OTU_155,OTU_173,OTU_445,OTU_204,OTU_194,OTU_137,OTU_198,OTU_464,OTU_200,OTU_181,OTU_205,OTU_268,OTU_193,OTU_242,OTU_177,OTU_237,OTU_232,OTU_287,OTU_259,OTU_249,OTU_308,OTU_255,OTU_286,OTU_310,OTU_167,OTU_398,OTU_319,OTU_459,OTU_165
L13,LN,162.9704742,137.9582463,8.278854757,3.195943931,38.23799582,3.728601253,0,0,5.762898897,0.436325678,0,2.850283328,0,0,32.73009245,10.66447957,0,0.747986877,0,0,2.158962123,4.799582463,1.201312258,2.787951089,26.28720549,0,0,3.428273188,0,0,0,9.344169401,0,0,0,1.133313451,0.073665374,0,0.141664181,0,0.158663883,0.526990755,1.354309574,0,0.079331942,0,1.422308381,0.050999105,0,0,0,0,0,0,0.623322398,0,0.759320012,1.19564569,0,0,0,0,0,0,0,0.628988965,0,0.555323591,0,0,0.266328661,0,0,0.067998807,0,0,0,0,0.056665673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.731285416,0,4.861914703,0,0,0,0,0,0,0,0,0,0.118997912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232329257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050999105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L14,C,144.4302622,198.8626131,23.42840566,6.203295428,51.47482014,0.200510559,0,0,12.36272917,3.671849617,0,9.217219773,0,0,0,3.565328382,0,0,0,0.07519146,4.862381063,16.09723834,8.289858436,13.65978185,0,0.187978649,0,2.030169413,15.01322813,0,0,0,0,5.438848921,0.889765607,2.042701323,0.06265955,0.958691112,0,0,0.664191228,6.046646554,1.228127176,0,1.290786725,0.200510559,0,0,0,0,0.11278719,0,0,0,0.852169877,0.11278719,1.265722906,0.388489209,0,0,0,0,0,0,0,0,0,0,0,0,0.200510559,1.008818751,0,0.438616848,0,0,0.106521235,0.332095614,0,0,0,0,0.545138083,0.325829659,0.313297749,0,0,0.187978649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056393595,0,0,0,0,0,0,0.13785101,0,0.231840334,0,0.11278719,0,0,0,0,0,0,0,0,0.225574379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068925505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L15,S,377.3298158,199.5251592,33.51449093,93.82945869,80.03460521,30.71883771,2.717841802,0,8.73155311,2.156487974,0,20.54221534,0,0.528006076,5.246713008,11.27154023,0,0,0,0,14.04496162,49.31020954,2.334342652,2.534429165,0,16.35707244,0,14.02828775,12.6221242,17.67430865,0,10.58235336,0,6.902984699,23.26005714,3.8349915,4.457482873,1.228308872,2.089792469,10.58791131,0.861483598,0.783672176,1.900821874,0,1.050454193,1.472859054,1.967517378,2.934602191,0,0,0.666955043,0,0,0,1.772988824,0.739208506,0.389057109,2.528871206,0,0,0,0,5.619096241,0.944852978,0,9.531899162,0,1.556228435,0,0,0.266782017,0,0.461310572,1.834126369,0,0,0.250108141,0.589143622,0,0,0,0,0,0.522448117,0,0,0,0.283455893,0,0,0,2.17316185,0,0,0,0,0,0,0.761440341,0,3.812759665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283455893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L16,N,381.0564349,265.2591356,20.99333195,63.32633881,76.54674488,19.67228089,0,0,28.02904206,1.355685353,0,13.27977915,0,0.460141379,3.56238487,2.20175176,0,0.128641676,0.113798406,16.1692691,24.59035111,6.441979306,0,0.173171487,0,0,0,14.09121126,6.560725468,7.545329064,0,0,0,1.004394623,1.281469002,0,1.929625138,0.356238487,3.131930031,0,0.509618947,1.03902892,0.974708082,0,0.277074379,0,0,0.53435773,0,0.959864812,0.544253244,0,0,0,0.494775676,0,0,0,0,0,2.087953354,0,0,0,0,0,0,1.118193028,0,0,1.202304893,0,0,0.217701298,0,0,0,0.450245865,0.400768298,0,0,0,0.118746162,0,0,0,0,0.148432703,3.651444491,0,0,0,0,0,0,0,0,0,0,0.188014757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098955135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L17,L,132.9867278,127.9622979,5.199700725,29.43089034,50.22969324,16.28071089,2.015614326,0,8.101406374,0.233694415,0,12.08394869,0,1.450852824,1.085705301,7.108205112,0,0.876354055,0,0,8.023508235,7.035175607,7.103336478,3.98741095,0.85687952,0,0,4.328215304,2.60958763,1.587174566,0,0,0,3.812140139,4.440193878,0,1.056493499,0.813061818,0.199613979,0,0.701083244,3.257115904,0.569630136,0,0.150927643,0.155796276,0,0,0,0,0,0,0,0,0.360278889,0,0,0,0,0,0,0,0,0,0,0,0,0.219088514,0,0,0.165533544,0,0,0.180139445,0,0,0.472257463,0.180139445,0.258037583,0.769244115,0,0,0,0.292118018,0.087635405,0,0,0,0,0,0.048686336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L18,L,155.1106737,105.493062,9.611955116,39.70362717,16.91894856,9.484784817,24.62334919,0,4.843068895,3.311726542,0,2.093011175,0,0.47158986,13.49594801,3.788615164,0,2.501015885,0.211950499,17.2103805,4.366180273,0,5.971705301,1.112740118,0,4.975537957,0,2.569899797,1.118038881,2.516912172,0,0,0,1.621421315,7.646114241,0.270236886,1.186922793,0,0.105975249,0,6.332021149,0.328523273,0.211950499,0,0,0.355017085,0.641150259,0.164261636,0,0,0.90078962,0,0,0,0.556370059,0,0.455693572,0.784216845,0,0,0,0,1.785682952,0.052987625,0,0,0,0.635851496,0,0,0.529876247,0,0.349718323,0,0,0,0,0.185456686,0.169560399,0,0,0,0.105975249,0.264938123,0,0,0,0.06358515,0,0,0,0,1.536641116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L19,N,325.3508794,264.046972,14.06007378,46.482637,106.6337176,24.61753992,0,0,27.81125617,0.248216289,0,18.3790372,0,0,13.48090244,25.53318223,0,0.739132949,0.121350186,11.23040809,19.17884524,5.780681569,0,1.748545856,0,0.386114227,0,10.2265111,4.523052372,0,0,0,0,4.12590631,2.05192132,0.170993443,0.457821155,0.474368907,1.880927877,0.275795876,1.036992495,0.871514969,2.057437238,0,1.130763093,4.898134764,1.086635753,0.832903547,0,0.314407299,0.91564231,0,0,0,1.301756536,0.347502804,0.397146062,1.434138557,0,0,0.452305237,0,0,0,0,0.551591753,0,2.178787423,0,0,0.154445691,0,0,0,0,0,0,0.535044,0.115834268,0,0,0,0,0,1.031476578,0,0,0.46885299,0.535044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182025278,0,0,0,0.661910103,0,0,0,0,0,0.099286515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L20,NS,235.6993497,263.026963,10.90684298,15.37375552,45.07425172,52.91897091,0,0,13.79007981,4.445867013,0,14.07945577,0,0.994401024,20.15635092,6.550419445,0,1.841483378,0.452478773,0,16.07878058,2.167689005,0.14731867,2.220302816,0,0.14731867,0,20.00903225,28.6429586,0,0,0,0,8.654971878,1.951972381,0.373558057,4.540571873,3.072646551,14.88444708,0.210455243,1.41005013,1.225901792,0.499831203,0,5.166676221,0.768161638,0,0.87865064,0,0,0.510353965,0,0,0,1.336390794,8.660233259,2.357098724,1.925665476,0,0,1.262731459,0,0.084182097,0.968094119,0,0.9733555,0,0,0,0,0.847082354,0,0.415649105,0,0,0,1.07332174,0.594536062,0.173625576,0,3.425159084,0,0,0.320944246,0.210455243,0,0,0.773423019,0,0,0,0,0,0,0,0,0,0,0,0.231500768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378819438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331467008,0.089443478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L21,S,128.2557936,159.6535853,31.05587058,44.1844628,62.96654398,16.36505253,11.87291635,0,9.12575696,4.138424668,0,5.889296643,0,0.51288169,0,14.26636424,0,3.230565125,0.412663428,0,1.06113453,18.25740911,8.506761817,0,0,0.088427878,0,1.485588342,0.884278775,3.318993003,0,0.406768237,0,5.506109173,0.2888644,0.12969422,3.601962211,1.880566195,0,0,0.412663428,1.739081591,0.654366294,0,0.907859543,1.491483534,0,0,0,0,0,0,0,0,0.878383583,0,1.037553763,0.854802816,0,0,0,0,1.63886333,0,0,0.176855755,0,0.35371151,0,0,0.176855755,0,0.088427878,0,0,0,0,0.112008645,0,0,0,0,1.084715298,0,1.332313355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094323069,0.141484604,0,0.112008645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123799029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L22,NS,327.4681032,259.3487181,11.86240272,17.0226507,74.0526423,0.53863943,0,0,17.25702053,1.550130269,0,22.89011992,0,0.522192425,51.5243565,4.810749111,0,1.180072645,0.176805309,31.70571487,6.989977341,29.32501082,3.696464488,2.779543931,8.285179025,0.287822596,0,7.799992362,2.101104954,7.183229656,0,27.40893468,0,3.811593526,0,0.197364066,1.286978181,0.271375591,0.390616381,22.17056342,1.443224733,4.609273294,0.370057624,0,0.32894011,1.151290386,0,0,0,0.246705083,1.558353772,0,0,0,1.328095695,0,0,0.653768469,0,0,1.286978181,0,0,0,0,0,0,0,0,0,0.937479314,0,0,0,0,0,0,0.546862933,0,0,0,0,1.644700551,0.115129039,0,0,0,0.56742169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263886178,0,0,0,0,0,0,0,0,0,0,0.201475817,0.275487342,0,0.168581806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4481809,0,0,0,0,0,0,0,0,0,0,0,0,0.135687795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115129039,0,0,0,0,0,0,0,0,0,0,0
L23,LN,195.3062908,176.7686089,19.09249689,11.89706217,59.15356586,33.21453848,48.32037559,0,13.71593995,0.211630433,0,6.194479968,0,0.171592243,2.139183295,20.66542578,0,2.877029939,0.211630433,3.174456493,9.397535168,0,9.557687928,2.619641575,7.000963509,0,0,4.667309006,0.097235604,2.539565195,0,0,0,1.572928893,0,0,1.738801394,0,0,0,0.165872501,1.590088117,0.817923024,0,0,0.331745003,0,0.097235604,0,4.432799608,1.069591647,0,0,0,0.388942417,0,0.623451816,1.046712682,0,0,1.183986476,0,0,0.297426554,0,2.774074593,0,0,0,0,0.165872501,0,0,0,0,0,0,0.183031726,0,0,0,0,0,0.091515863,0,0,0,0.108675087,0.657770264,0,0.863680956,0.789324317,0,0,0,0.469018797,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773119843,0,0,0,0,0,0.12011457,0.068636897,0,0.171592243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102955346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L24,LS,229.6631574,202.8496405,11.4543179,23.98566836,31.24415323,1.408819848,0,0,17.40096689,8.585634003,0,5.885395961,0,0.285847505,0,13.99121451,0,1.709980613,0,5.247343493,5.180986036,1.531325922,3.874254583,4.012073916,8.565216324,7.202336254,0,1.286313775,1.265896096,4.144788829,0,2.817639697,0,2.128543032,0.296056345,0.173550271,0.78097622,3.129009301,0,0,0.377727061,2.092812094,0,0,1.837591107,4.165206508,0,0.20417679,0,0.224594469,0.250116567,0,0,0,0.301160765,0,0.107192815,0.479815456,0,0,0,0,0,0,0,0,0,0,2.179587229,0,0.081670716,0,0.275638666,0.255220987,0,0.066357457,0,0.107192815,0.183759111,0,0,0,0,0,0.066357457,0,0,0.19907237,0.515546394,0,0,0,0,0,0,0,0,0,0,0,0,7.697464968,0,0,0.755454122,0,0.832020418,0,0,0,0,0,0.214385629,0,0,0,0,0,0.19907237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L25,N,247.881668,302.2673421,41.76042834,18.6674523,82.37522176,2.599486349,0,0,11.78201195,2.454101206,0,9.57797319,0,0.296585691,67.96464643,29.52481475,0.16283136,1.401512774,1.354989528,17.65557171,1.378251151,4.489493201,0,0,0,29.12355175,0,0.598986787,0.127938925,1.593421162,0,0,0,7.013379276,0,0.127938925,0.12212352,0.098861897,0.16283136,0,0,0.831603015,0.645510033,0,6.460915734,0,0,1.314281689,0,4.873309978,0.750187335,0,0,0,2.198223355,0.267508662,0.628063816,0.819972204,0,0,0,0,0.366370559,0,0,0,0,0,0,0,0.366370559,0,0.773448958,1.1223733,0,0,0,0,0.180277577,0,0,0,0.337293531,0,0,0,0,0.174462171,0,0,0,0,0,0,0,0,0,0,0.284954879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116308114,0.232616228,2.268008224,0.139569737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L26,LNS,224.4180136,254.9774213,16.71437384,4.336829118,42.7025293,3.042813078,0,0,28.59962986,8.303269587,0,3.563232572,0,0.670450339,0,16.07205429,0,2.114497224,0.604811845,0,8.415792721,0,0,2.883405305,0,0,0,3.281924738,2.86465145,0,0,0,0,2.930289944,0,0.089080814,0.637631092,0,0.178161629,0,0.473534855,6.015299198,0.806415793,0,0.187538556,3.178778532,0,0,0,0,0.309438618,0,0,0,1.134608267,0,1.59407773,0,0,0,0,0,0,0,0,0,0,0.318815546,0,0,0.234423196,0,0.43133868,0,0,0,0,0.609500308,0.178161629,0,0,0,0.792350401,0.173473165,0.10783467,0,0,0.318815546,0,0,0,1.18618137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093769278,0,0,0,0,0,0,0,0,0,0,0,0.150030845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L27,S,252.3898023,224.2545775,33.60947722,106.9644604,93.92844053,15.17219487,54.34837861,0,28.14009074,3.814945727,0,8.384121796,0,3.162901432,0,20.51993129,0,2.136174967,0.214104097,0,21.94566994,0,0,0,0.228702104,1.051056476,0,13.58587815,10.25266664,0,0,0,0,0.939138425,0.165444075,4.831940188,3.216427456,0.929406421,1.06078848,0,2.179968987,2.617909185,1.328418601,0,0.997530452,0.233568106,7.839129549,2.287021036,0,0.544992247,0.355218161,0,0,0,1.197036542,0,0,0,0,0,0.86128239,0,0,0,0,0.968334438,0,0,0,0,0.462270209,0,0.394146178,0.671508304,0,0,0,0.37468217,0.155712071,0,0,0,0.871014394,0,0,0,0,0.145980066,0.350352159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316290143,0,0,0,0,0,0,0,0,0.131382059,0,0,0,0,0.150846068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598518271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145980066,0,0,0,0,0,0,0
L28,C,276.4102582,217.8550775,17.25218589,19.03070568,74.10499139,19.38967298,40.09012048,0,28.17893287,2.485576592,0,11.75345955,0,1.963442341,20.53728055,5.052736661,0,0,0,0,15.63139415,14.63063683,2.376798623,6.717039587,0,2.931566265,0,13.02616179,0.783201377,0,0,13.27635112,0,2.425748709,25.48123924,4.579552496,0.690740103,0.576523236,6.069810671,0,0.250189329,2.84454389,0.756006885,0,2.926127367,0,1.914492255,0.179483649,0,0,1.174802065,0,0,0,0.84302926,2.714010327,1.049707401,0,0,0,0,0,0,0,0,0,6.412461274,0,0,0,0.804956971,0,1.566402754,0,0,0,0,0,0.342650602,0,0,0,0,0,0,0,0,0.146850258,0.201239243,0,0,0,0,0,0,0,0,0,0.674423408,0.119655766,0,0,0,0,0.103339071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146850258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14141136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L29,LNS,209.1415796,132.1145425,3.299353613,35.11822626,27.04065982,34.50983481,30.50381113,0,10.08993814,2.386766443,0,6.682946042,0,0,11.70451544,13.67944768,0,0,0,19.68848319,6.6361467,0,4.834372032,7.225818409,0,1.357180919,0,4.876491439,14.30655886,0,0,0,0,0.926626972,4.123022033,0.37907467,0.931306906,0,1.843894076,0,0.524152631,0.369714802,0.767509209,0,4.34297894,0,0,0.393114473,0,0,0.121678289,0,0,0,1.254222366,4.619095058,0,0,0,0,0.463313486,0,5.22280657,0,0,1.015545722,0,0.336955263,0,0,0.210597039,0,0.191877302,0,0,0,0,0.187197368,0.168477631,0,0,0,0.477353289,0,0.655190788,0,0,0.149757894,0,0,0,0,0,0,0,0,0,0,0.748789472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060839145,0,0,0,0,0,0,0,0,0,0,0,0,0.14507796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L30,LS,203.7755916,135.6427936,9.721898752,21.25478273,48.96727377,24.20536355,44.60324107,0,11.69631436,4.103427506,0,6.691811272,0,0.313609637,1.506209666,4.05042306,0,0.256188154,0,0,15.48171519,10.73340026,6.559300158,4.598135666,0,0,0,5.28719346,8.145016492,3.047755629,0,9.867660978,0,4.006252689,10.17685358,0.256188154,0.724394091,1.060088914,0.24735408,0,0.547712606,0.485874086,2.28802524,0,0.119260003,0,0.415201491,1.311860032,0,0,0.86573928,0,0,0,1.241187437,1.921411157,0.574214829,0,0,0,0.079506669,0,0,0,0,0.128094077,0,0.313609637,0,0,0.322443711,0.304775563,0.251771117,0.229685931,0,2.137845977,0,0.534461494,0.106008891,0,0,1.94791338,0,0.150179263,0,0,0,0.132511114,1.166097806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070672594,0.101591854,0,0.097174817,0,0,0,0,0,0,0,0,0,0,0.088340743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256188154,0,0,0,0,0,0,0,0,0,0,0,0.287107414,0,0,0,0,0,0,0,0,0,0,0.163430374,0,0,0,0,0,0,0,0,0
L31,C,230.8434213,172.4464969,15.40173791,44.04997498,69.62060419,14.20083157,90.54742448,0,23.0363972,24.73045139,0,7.191739463,0,4.726000219,0,11.20998119,0,4.146094878,0.497714033,0,2.347018466,9.296750188,9.429169518,4.200889083,0,0.091323676,0,3.018247483,2.552496736,3.547924802,0,0,0,2.365283201,7.004525928,0.228309189,1.630127612,0.13241933,2.310488996,0,0.767118876,2.228297688,1.210038703,0,4.465727743,2.922357623,0.442919827,3.095872607,0,0,0.196345903,0,0,0,1.018258984,0.100456043,0,2.479437796,0,0,0.365294703,0,0,0,0,0.908670573,0,1.981723763,0,0,0.392691806,0,0,8.725977215,0.105022227,0,0.73515559,0,0.283103395,0,0,0,0,0,0,0,0,0,0.356162335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L32,LN,318.9603386,159.7046077,36.55957649,46.62587577,35.82418271,35.04103609,0,0,19.84130621,0.40112388,0,10.43399617,0,0.616011673,2.048596959,3.294946157,0,6.217420141,0.596910536,3.223316893,11.63259252,5.754217565,4.355059269,1.881462009,13.21321162,0,0,5.644386026,2.354215153,7.907870778,0,12.0050647,0,4.31208171,5.224161009,0.143258529,0.687640937,3.681744185,0,0,2.115450939,3.271069736,0.596910536,0,2.053372243,1.126967092,0,0,0,0,0.682865653,0,0,0,1.346630169,0.186236087,0.219663077,1.413484149,0,0,0,0,0.143258529,0,0,4.14494676,0,0.429775586,0,0,0.86910174,8.476129608,0.353371037,0,0,0,0,0.974157994,0.23398893,0,0,0,0.563483546,0,0,0,0,0.229213646,0,0,0,2.94157512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10028097,0.176685519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353371037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472753144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L33,N,172.8844377,170.8984889,12.1182258,28.72593358,48.36038485,23.29129749,0,0,14.96493994,15.20685438,0,15.17872479,0,0.461325216,9.648448117,13.65410121,0,1.333342393,0.298173615,9.74408871,3.369924444,0,10.25042126,2.711692124,0,1.192694461,13.14214274,2.756699462,8.815812361,0,0,21.57539273,0,2.329129749,0.472577051,0.827009839,0.641354569,2.334755667,1.052046529,0,0.489454802,1.558379084,2.008452465,0,0.225036691,0,0,0.399440126,0,0.804506169,0.517584389,0,0,0,0.157525684,0,0,1.187068544,0,0,0.540088058,0,0,0,0,0,0,0,0,0,0.157525684,0.421943795,0.090014676,0,0.078762842,0,0,0.444447464,0,0,0,0,0,0.090014676,0,0,0,0.534462141,0,0,0,0,0,2.481029516,0,0,0,0,0,0.129396097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073136924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L34,LN,185.4848634,187.3373471,13.66206774,5.729889931,40.20283907,18.55932534,15.71162424,0,9.400369723,1.753947391,0,9.055492427,0,5.109110798,0.502535488,13.93304276,0,0.280828655,0,3.601504333,7.203008666,2.059410139,27.8907196,3.926674355,0,0,0,1.438631006,0,0,0,0,0,2.473262894,3.586723878,1.404143276,1.305606906,0.211853196,0.103463189,3.74438207,3.286187948,2.961017926,0.453267303,0,0,1.980581042,0,0.172438648,0,0,0,0,0,0,0.23156047,0,0.955802792,0.068975459,0,0,0,0,0,0,0,0.423706392,0,0.162585011,0,0,0.206926378,0,0.23156047,0.906534606,0,0,0,0.610925496,0.167511829,0,0,0,0,0,0,0,0,0.059121822,0.96072961,0,0,0,0,0,0,0,0,0,0.689754592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093609552,0,0,0,0,0.226633652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1330241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
